"","unique_id","aoi_pix","mn_spa_cvr","periods","na_periods","ts_mean","ts_max","p_mean_ovr","p_max_ovr","p_obs_ovr","region"
"1","030801010202",257,0.713272392158323,209,17,21.4171506288209,185,0,0.722488038277512,0.0518114428899561,"Florida"
"2","030801010604",94,0.760307441718416,209,23,19.4290153196393,227,0.0143540669856459,0.54066985645933,0.0607886456450425,"Florida"
"3","030801010704",48,0.802531897926635,209,23,24.5191356397709,217,0.0334928229665072,0.511961722488038,0.0982486647621413,"Florida"
"4","030801010705",40,0.785406698564593,209,24,24.8659206971952,188,0.0191387559808612,0.559808612440191,0.0962534267438319,"Florida"
"5","030801010707",143,0.765349483052832,209,20,26.3247474857638,247,0.0382775119617225,0.727272727272727,0.100069948413045,"Florida"
"6","030801010901",4,0.801435406698565,209,30,15.885009310987,190,0.0382775119617225,0.148325358851675,0.0791044776119403,"Florida"
"7","030801010902",18,0.841307814992026,209,23,15.2677158107898,224,0.0239234449760766,0.253588516746411,0.0584518167456556,"Florida"
"8","030801010905",4,0.851674641148325,209,27,30.5169413919414,202,0.0382775119617225,0.133971291866029,0.0716292134831461,"Florida"
"9","030801011008",14,0.802460697197539,209,26,18.5442450385073,184,0.00956937799043062,0.23444976076555,0.0557921635434412,"Florida"
"10","030801011102",8,0.833133971291866,209,22,23.3424560733384,187,0.0287081339712919,0.272727272727273,0.094759511844939,"Florida"
"11","030801011105",261,0.865937047425251,209,19,167.38262844739,237,0.822966507177033,0.889952153110048,0.883986789736642,"Florida"
"12","030801011202",227,0.830512404358915,209,19,38.146030242792,229,0.076555023923445,0.770334928229665,0.141058829501041,"Florida"
"13","030801011205",27,0.799751905015063,209,24,26.9535810674557,219,0.0287081339712919,0.440191387559809,0.107245734544649,"Florida"
"14","030801011303",336,0.837434495329232,209,17,67.9122018834699,225,0.267942583732057,0.84688995215311,0.365273432186097,"Florida"
"15","030801011304",32,0.823714114832536,209,26,20.1582300287753,192,0.0143540669856459,0.411483253588517,0.0869486295153385,"Florida"
"16","030801011403",6,0.811802232854864,209,29,18.0588888888889,179,0.0478468899521531,0.129186602870813,0.068762278978389,"Florida"
"17","030801011501",53,0.739460142637898,209,27,24.5043810904046,190,0.00956937799043062,0.492822966507177,0.0776461970455378,"Florida"
"18","030801011503",33,0.789908655937364,209,25,23.243237160609,188,0,0.449760765550239,0.0691997063142438,"Florida"
"19","030801011601",13,0.826278984173721,209,25,55.3704681942454,219,0.215311004784689,0.416267942583732,0.26815144766147,"Florida"
"20","030801011604",9,0.766081871345029,209,36,10.9799064134324,179,0,0.181818181818182,0.0451075641915337,"Florida"
"21","030801011606",57,0.803575925459582,209,28,20.4485227013335,212,0.0287081339712919,0.545454545454545,0.0969393084717435,"Florida"
"22","030801011702",111,0.816543816543817,209,23,27.2039254563076,243,0.0239234449760766,0.832535885167464,0.120149923454574,"Florida"
"23","030801011901",14,0.822624743677375,209,28,9.50019463348193,214,0.00478468899521531,0.186602870813397,0.0299127544661404,"Florida"
"24","030801011903",118,0.769929446111426,209,23,17.2847763165839,238,0.00478468899521531,0.550239234449761,0.0547714345902675,"Florida"
"25","030801012004",12,0.804226475279107,209,27,20.8704392829393,178,0.00478468899521531,0.277511961722488,0.0644521566683193,"Florida"
"26","030801012100",1846,0.83087964666912,209,21,85.957206174254,247,0.392344497607655,0.880382775119617,0.48850935067771,"Florida"
"27","030801020101",23,0.814229249011858,209,22,29.1448928072636,184,0.00956937799043062,0.454545454545455,0.110373019928462,"Florida"
"28","030801020103",128,0.719310705741627,209,25,33.3434148392907,212,0.0430622009569378,0.688995215311005,0.125136413241179,"Florida"
"29","030801020104",158,0.751377869299255,209,25,25.256938587536,215,0,0.617224880382775,0.0626712880864098,"Florida"
"30","030801020202",99,0.822531535450196,209,25,143.208368028297,236,0.645933014354067,0.856459330143541,0.781420765027322,"Florida"
"31","030801020203",609,0.840321807653931,209,21,158.47026433162,249,0.837320574162679,0.889952153110048,0.918808493132754,"Florida"
"32","030801020301",27,0.786992734361155,209,25,28.7440781333096,223,0.0334928229665072,0.521531100478469,0.117315919837874,"Florida"
"33","030801020302",1280,0.85794706937799,209,19,207.568254156286,249,0.904306220095694,0.904306220095694,0.990798107337987,"Florida"
"34","030801020304",205,0.824717003150893,209,23,185.047249450927,247,0.856459330143541,0.880382775119617,0.896448280741474,"Florida"
"35","030801020402",306,0.805407011289364,209,23,145.420773293926,228,0.732057416267943,0.851674641148325,0.862198839037838,"Florida"
"36","030801020403",4,0.824162679425837,209,32,23.0546139359699,169,0.0287081339712919,0.148325358851675,0.0725689404934688,"Florida"
"37","030801020404",142,0.827650111193477,209,25,156.422025608731,239,0.736842105263158,0.856459330143541,0.874526727191304,"Florida"
"38","030801020405",366,0.82568567469344,209,22,154.917453416124,242,0.789473684210526,0.880382775119617,0.86111462951235,"Florida"
"39","030801020502",208,0.782526683842473,209,23,55.1093775114646,213,0.191387559808612,0.803827751196172,0.328767123287671,"Florida"
"40","030801020503",4,0.814593301435407,209,33,11.5279356060606,191,0.0143540669856459,0.114832535885167,0.0543318649045521,"Florida"
"41","030801020801",39,0.819040608514293,209,27,47.305134989692,218,0.133971291866029,0.645933014354067,0.266476932294787,"Florida"
"42","030801020802",22,0.818181818181818,209,28,19.7283566684756,205,0.00478468899521531,0.488038277511962,0.0890483785220627,"Florida"
"43","030801020803",14,0.836295283663705,209,28,136.729861620884,226,0.650717703349282,0.837320574162679,0.760114425827544,"Florida"
"44","030801021202",232,0.803270912390695,209,25,158.971439410965,246,0.684210526315789,0.827751196172249,0.797940897070528,"Florida"
"45","030801021205",274,0.817657947123948,209,26,80.284716665384,247,0.244019138755981,0.861244019138756,0.455322057064753,"Florida"
"46","030801021301",4,0.791866028708134,209,40,27.9773175542406,200,0.0669856459330144,0.267942583732057,0.161631419939577,"Florida"
"47","030801021302",27,0.80949849370902,209,23,18.1017623678311,212,0.0143540669856459,0.497607655502392,0.0739929947460595,"Florida"
"48","030801021404",39,0.830450251502883,209,25,7.35815296061372,213,0,0.301435406698565,0.0286600679568622,"Florida"
